X,Y,TYPE,SPEED,DirType,Direction
-47.850673,-19.203437,14,0,1,127
-46.801524,-23.512298,14,0,1,290
-40.177755,-19.563045,14,0,1,204
-40.204327,-14.056038,14,0,1,3
-47.314695,-19.404937,14,0,1,306
-46.801254,-23.511705,14,0,1,291
-47.907578,-21.821401,14,0,1,7
-51.324506,-20.215412,14,0,1,187
-47.314799,-19.405050,14,0,1,126
-46.817285,-23.510294,14,0,1,100
-39.938662,-18.864004,14,0,1,35
-40.204524,-14.055985,14,0,1,183
-45.822354,-22.254974,14,0,1,97
-47.563334,-23.510231,14,0,1,258
-47.907833,-21.821356,14,0,1,196
-51.857073,-20.075533,14,0,1,156
-45.822326,-22.254629,14,0,1,277
-46.817251,-23.509650,14,0,1,100
-39.938830,-18.863942,14,0,1,216
-40.455741,-14.646200,14,0,1,21
-46.107029,-22.159232,14,0,1,82
-47.278816,-23.509422,14,0,1,160
-52.022518,-21.848134,14,0,1,119
-51.856945,-20.075479,14,0,1,336
-46.107038,-22.159134,14,0,1,262
-46.823224,-23.508114,14,0,1,261
-48.285913,-22.947997,14,0,1,126
-40.455907,-14.646147,14,0,1,201
-47.578916,-19.023859,14,0,1,23
-51.739218,-23.505604,14,0,1,284
-53.084045,-18.382239,14,0,1,351
-51.727635,-19.177568,14,0,1,18
-47.579048,-19.023780,14,0,1,203
-47.967944,-23.470872,14,0,1,220
-48.285800,-22.947829,14,0,1,306
-41.280506,-21.158450,14,0,1,59
-48.077604,-19.859510,14,0,1,54
-46.368911,-23.466389,14,0,1,102
-53.084261,-18.382268,14,0,1,171
-51.727776,-19.177522,14,0,1,198
-48.077703,-19.859419,14,0,1,234
-46.368789,-23.465987,14,0,1,288
-48.647452,-27.885091,14,0,1,4
-41.280593,-21.158280,14,0,1,239
-42.143788,-19.991633,14,0,1,2
-46.785285,-23.456199,14,0,1,138
-52.768551,-18.726165,14,0,1,295
-46.330167,-21.982364,14,0,1,2
-42.143881,-19.991630,14,0,1,182
-46.786256,-23.452283,14,0,1,345
-48.647951,-27.885067,14,0,1,184
-48.403090,-22.027437,14,0,1,33
-43.804837,-22.820643,14,0,1,23
-46.782739,-23.448011,14,0,1,231
-52.768635,-18.726297,14,0,1,115
-46.330346,-21.982342,14,0,1,182
-43.805026,-22.820566,14,0,1,203
-46.758282,-23.439494,14,0,1,152
-43.286074,-22.610353,14,0,1,183
-48.403227,-22.027316,14,0,1,214
